Outlines,Metadata_Plate,Metadata_Well,Metadata_Site
16767/Plate_E01_s1_w188300453-8069-4D6A-9CDD-BACA5441CD05_Cells_207.tiff,16767,E01,1
16767/Plate_D07_s2_w145E044C3-3D39-4D00-8A51-C99E3D0D7CE7_Cells_644.tiff,16767,D07,2
16767/Plate_D09_s3_w14EF45B49-9650-4B9A-A178-4F28F238019E_Cells_361.tiff,16767,D09,3
16767/Plate_C01_s1_w1DDBE4B0D-E40C-4FCA-B500-D2C378BBC664_Cells_149.tiff,16767,C01,1
16767/Plate_D01_s2_w199B9B8E4-E843-44B9-BB5A-4A0F58AB8B3E_Cells_727.tiff,16767,D01,2
16767/Plate_B07_s1_w1CD77D7EC-1782-4C2D-9FC0-38EE8F9198C9_Cells_300.tiff,16767,B07,1
16767/Plate_D04_s3_w186FB60A8-2149-4CAA-B74A-F650670EF859_Cells_316.tiff,16767,D04,3
16767/Plate_B05_s1_w1B0AD5EE0-59BD-4C66-BD32-5889C4D685AF_Cells_1.tiff,16767,B05,1
16767/Plate_D09_s3_w14EF45B49-9650-4B9A-A178-4F28F238019E_Cells_264.tiff,16767,D09,3
16767/Plate_A06_s1_w109F163E0-8D5E-4A7F-8787-6CA871C311FE_Cells_281.tiff,16767,A06,1
16767/Plate_D03_s2_w152F88079-426A-44F0-B395-6E15A071B6F6_Cells_329.tiff,16767,D03,2
16767/Plate_A09_s2_w1B132F056-FEB3-4324-A931-03AE0AA7B86E_Cells_45.tiff,16767,A09,2
16767/Plate_D03_s3_w1F1D65530-1691-41AC-9959-65B0DAD7420A_Cells_3.tiff,16767,D03,3
16767/Plate_D07_s1_w14ADFAC37-7ED6-43E5-87CD-867236E95604_Cells_590.tiff,16767,D07,1
16767/Plate_A11_s2_w166474385-88DF-4053-B34B-3EA2BBA170C1_Cells_566.tiff,16767,A11,2
16767/Plate_D01_s3_w1CB04D401-115C-42BE-BE94-381F75D2A40F_Cells_110.tiff,16767,D01,3
16767/Plate_D09_s2_w16AAD8931-11C7-4242-8C33-0E3A5D28A0C9_Cells_633.tiff,16767,D09,2
16767/Plate_G02_s1_w12C89BBFA-9DCB-4BBB-81E2-6C6AB2151143_Cells_90.tiff,16767,G02,1
16767/Plate_A11_s2_w166474385-88DF-4053-B34B-3EA2BBA170C1_Cells_49.tiff,16767,A11,2
16767/Plate_B05_s2_w149FE32B7-FD60-4D44-987C-F09D031EFBA2_Cells_88.tiff,16767,B05,2
16767/Plate_A02_s2_w168605796-72A5-4E53-BE8A-F8AEABD6D0D5_Cells_535.tiff,16767,A02,2
16767/Plate_B04_s2_w1F92DF620-25BB-45BD-8C39-EC78875AC2BD_Cells_455.tiff,16767,B04,2
16767/Plate_A01_s2_w1B1B20A8B-352C-4668-9D74-D4B6B2B4B5A7_Cells_268.tiff,16767,A01,2
16767/Plate_E02_s2_w12081946A-F180-4E83-A802-733639220D39_Cells_375.tiff,16767,E02,2
16767/Plate_D02_s3_w18EC290F1-1887-4204-93B2-E4171308BBAA_Cells_101.tiff,16767,D02,3
16767/Plate_D08_s3_w1C8148A30-4333-455A-92E8-6DCD36A36959_Cells_644.tiff,16767,D08,3
16767/Plate_G01_s1_w1A4464A19-F417-4017-AB24-3F7C0B716C0D_Cells_134.tiff,16767,G01,1
16767/Plate_B11_s2_w117B98858-8382-47A9-85C7-E2EB2197B7CA_Cells_15.tiff,16767,B11,2
16767/Plate_A08_s1_w1CE1761F1-4800-4EDC-8484-653B232A92EB_Cells_6.tiff,16767,A08,1
16767/Plate_D03_s2_w152F88079-426A-44F0-B395-6E15A071B6F6_Cells_323.tiff,16767,D03,2
16767/Plate_B01_s2_w1AE326EBC-3C82-4B4F-82B4-3D13B4D60B8B_Cells_277.tiff,16767,B01,2
16767/Plate_D02_s2_w156B61FE4-ED55-41DC-AB5C-FB302277680C_Cells_57.tiff,16767,D02,2
16767/Plate_F02_s3_w1DBF8CC88-CBC5-494A-9494-019ABB145ED2_Cells_238.tiff,16767,F02,3
16767/Plate_C03_s1_w1A0E0C089-5C59-4401-8F11-043CAF987E20_Cells_148.tiff,16767,C03,1
16767/Plate_D01_s3_w1CB04D401-115C-42BE-BE94-381F75D2A40F_Cells_90.tiff,16767,D01,3
16767/Plate_A12_s1_w13515AF51-A42E-460F-87BD-AA7415F001C2_Cells_118.tiff,16767,A12,1
16767/Plate_G01_s1_w1A4464A19-F417-4017-AB24-3F7C0B716C0D_Cells_111.tiff,16767,G01,1
16767/Plate_D05_s3_w1B5BDACD6-4ABE-4D2F-B8DC-6052780FCA01_Cells_336.tiff,16767,D05,3
16767/Plate_E03_s2_w13F4C6243-76E4-46A9-8B54-78C176D291CC_Cells_33.tiff,16767,E03,2
16767/Plate_D02_s2_w156B61FE4-ED55-41DC-AB5C-FB302277680C_Cells_305.tiff,16767,D02,2
16767/Plate_D06_s3_w1EBB5EE38-1644-49EA-9CCB-912AA1F23945_Cells_37.tiff,16767,D06,3
16767/Plate_D09_s2_w16AAD8931-11C7-4242-8C33-0E3A5D28A0C9_Cells_24.tiff,16767,D09,2
16767/Plate_A04_s3_w17567A44F-3050-4593-AF39-EB18F1A34600_Cells_296.tiff,16767,A04,3
16767/Plate_F02_s1_w12CABC688-6654-4037-B488-0907272C01C1_Cells_126.tiff,16767,F02,1
16767/Plate_D07_s1_w14ADFAC37-7ED6-43E5-87CD-867236E95604_Cells_33.tiff,16767,D07,1
16767/Plate_A05_s3_w16D32C1D8-0657-4972-995F-20C613626DA1_Cells_264.tiff,16767,A05,3
16767/Plate_D01_s2_w199B9B8E4-E843-44B9-BB5A-4A0F58AB8B3E_Cells_93.tiff,16767,D01,2
16767/Plate_A04_s3_w17567A44F-3050-4593-AF39-EB18F1A34600_Cells_97.tiff,16767,A04,3
16767/Plate_B06_s2_w179FDBF55-F4FD-4F4D-9D55-7E25C810FF0E_Cells_263.tiff,16767,B06,2
16767/Plate_A05_s2_w17DE45BE6-FF13-493A-B804-0BF5D89DE843_Cells_117.tiff,16767,A05,2
16767/Plate_A05_s3_w16D32C1D8-0657-4972-995F-20C613626DA1_Cells_79.tiff,16767,A05,3
16767/Plate_E03_s3_w127B4ADB6-55E8-4E2F-8B47-69DE60755D8D_Cells_139.tiff,16767,E03,3
16767/Plate_E01_s3_w1A12AA465-55EB-4DBF-A319-2E05EA508D42_Cells_167.tiff,16767,E01,3
16767/Plate_A10_s2_w10D747A9A-D7F9-443B-834E-4C8F08A1A25C_Cells_500.tiff,16767,A10,2
16767/Plate_B09_s1_w13D696E34-FC46-431C-ADA3-67F20284CE85_Cells_232.tiff,16767,B09,1
16767/Plate_B08_s3_w1266D09BA-4402-46CB-A5F5-2A668B789990_Cells_259.tiff,16767,B08,3
16767/Plate_B12_s2_w13054E89B-30E7-4DC2-A46B-5EA35DB27605_Cells_80.tiff,16767,B12,2
16767/Plate_G03_s2_w1ACCEBBCD-DF02-4A06-BB4E-576317242BCC_Cells_115.tiff,16767,G03,2
16767/Plate_B04_s1_w1ADC959FF-9730-407D-B906-0B626E4D6AD3_Cells_222.tiff,16767,B04,1
16767/Plate_B09_s2_w1F1B7DC57-055D-4930-AC79-55FFBF64204E_Cells_203.tiff,16767,B09,2
16767/Plate_D04_s1_w1F88DC648-7A4C-4BA9-AA23-B0597484915A_Cells_50.tiff,16767,D04,1
16767/Plate_A08_s3_w1015D0D04-39E5-4A94-9A7A-1E993DEA137E_Cells_58.tiff,16767,A08,3
16767/Plate_D01_s2_w199B9B8E4-E843-44B9-BB5A-4A0F58AB8B3E_Cells_387.tiff,16767,D01,2
16767/Plate_A11_s1_w1BB99774B-2682-4449-B36A-6D9770C8C5A8_Cells_6.tiff,16767,A11,1
16767/Plate_B06_s1_w12F8D2320-B576-44C4-ABF2-8FB6AD2FD918_Cells_54.tiff,16767,B06,1
16767/Plate_D02_s1_w11363DC4B-CCCD-40E9-9958-E5622FC8658C_Cells_139.tiff,16767,D02,1
16767/Plate_B09_s2_w1F1B7DC57-055D-4930-AC79-55FFBF64204E_Cells_470.tiff,16767,B09,2
16767/Plate_B09_s2_w1F1B7DC57-055D-4930-AC79-55FFBF64204E_Cells_565.tiff,16767,B09,2
16767/Plate_C02_s3_w1326DDC4E-8AAF-4BC2-8DFC-7347E493F3C4_Cells_55.tiff,16767,C02,3
16767/Plate_D09_s2_w16AAD8931-11C7-4242-8C33-0E3A5D28A0C9_Cells_699.tiff,16767,D09,2
16767/Plate_F01_s3_w14EAE2435-FE79-4D03-A97C-56B340C959B0_Cells_122.tiff,16767,F01,3
16767/Plate_B09_s2_w1F1B7DC57-055D-4930-AC79-55FFBF64204E_Cells_165.tiff,16767,B09,2
16767/Plate_B07_s2_w1F785BEFC-47E1-45DB-905C-C9D064A74675_Cells_89.tiff,16767,B07,2
16767/Plate_D09_s2_w16AAD8931-11C7-4242-8C33-0E3A5D28A0C9_Cells_841.tiff,16767,D09,2
16767/Plate_A09_s3_w197710EBA-84AC-4B27-9685-CFFFC349E27E_Cells_82.tiff,16767,A09,3
16767/Plate_A11_s2_w166474385-88DF-4053-B34B-3EA2BBA170C1_Cells_40.tiff,16767,A11,2
16767/Plate_D09_s3_w14EF45B49-9650-4B9A-A178-4F28F238019E_Cells_417.tiff,16767,D09,3
16767/Plate_E01_s3_w1A12AA465-55EB-4DBF-A319-2E05EA508D42_Cells_49.tiff,16767,E01,3
16767/Plate_F03_s2_w1837C71CB-4969-4556-95E2-1426E1FC9DDD_Cells_39.tiff,16767,F03,2
16767/Plate_D06_s3_w1EBB5EE38-1644-49EA-9CCB-912AA1F23945_Cells_347.tiff,16767,D06,3
16767/Plate_D07_s1_w14ADFAC37-7ED6-43E5-87CD-867236E95604_Cells_630.tiff,16767,D07,1
16767/Plate_A10_s2_w10D747A9A-D7F9-443B-834E-4C8F08A1A25C_Cells_423.tiff,16767,A10,2
16767/Plate_C01_s1_w1DDBE4B0D-E40C-4FCA-B500-D2C378BBC664_Cells_68.tiff,16767,C01,1
16767/Plate_A12_s2_w182CC1A60-C599-44C6-A50C-A5AA2FFB6A22_Cells_495.tiff,16767,A12,2
16767/Plate_C02_s1_w18702AA7E-A714-4A64-A89A-6DE27E76A687_Cells_110.tiff,16767,C02,1
16767/Plate_A05_s1_w137EAF2E6-B69D-4EFC-AEFD-A6686219F63C_Cells_8.tiff,16767,A05,1
16767/Plate_B06_s1_w12F8D2320-B576-44C4-ABF2-8FB6AD2FD918_Cells_230.tiff,16767,B06,1
16767/Plate_E02_s3_w1B7F7F12D-5EA3-4267-98BC-0311A164084C_Cells_214.tiff,16767,E02,3
16767/Plate_D04_s2_w10BA73956-9B99-41DE-A86F-DB5BEC11B7F1_Cells_584.tiff,16767,D04,2
16767/Plate_F03_s3_w1CBF2ED9E-5154-434C-9DC5-768025C7CBA3_Cells_40.tiff,16767,F03,3
16767/Plate_D08_s2_w19F69ED55-613D-493C-A330-202E7519FF91_Cells_405.tiff,16767,D08,2
16767/Plate_B08_s3_w1266D09BA-4402-46CB-A5F5-2A668B789990_Cells_113.tiff,16767,B08,3
16767/Plate_D04_s2_w10BA73956-9B99-41DE-A86F-DB5BEC11B7F1_Cells_615.tiff,16767,D04,2
16767/Plate_F01_s1_w1D375190F-022B-4B90-A505-DC9A2930FE4B_Cells_284.tiff,16767,F01,1
16767/Plate_B08_s3_w1266D09BA-4402-46CB-A5F5-2A668B789990_Cells_333.tiff,16767,B08,3
16767/Plate_F01_s3_w14EAE2435-FE79-4D03-A97C-56B340C959B0_Cells_14.tiff,16767,F01,3
16767/Plate_F03_s3_w1CBF2ED9E-5154-434C-9DC5-768025C7CBA3_Cells_208.tiff,16767,F03,3
16767/Plate_F01_s1_w1D375190F-022B-4B90-A505-DC9A2930FE4B_Cells_179.tiff,16767,F01,1
16767/Plate_D04_s2_w10BA73956-9B99-41DE-A86F-DB5BEC11B7F1_Cells_392.tiff,16767,D04,2
16767/Plate_C01_s3_w1A7F02805-002E-42A6-9DCA-C234AB344E34_Cells_53.tiff,16767,C01,3
16767/Plate_D07_s2_w145E044C3-3D39-4D00-8A51-C99E3D0D7CE7_Cells_287.tiff,16767,D07,2
16767/Plate_D07_s2_w145E044C3-3D39-4D00-8A51-C99E3D0D7CE7_Cells_121.tiff,16767,D07,2
16767/Plate_D07_s1_w14ADFAC37-7ED6-43E5-87CD-867236E95604_Cells_673.tiff,16767,D07,1
16767/Plate_F01_s2_w17CB10594-0ECE-4BAB-A4EB-AC5330CACEED_Cells_89.tiff,16767,F01,2
16767/Plate_B01_s2_w1AE326EBC-3C82-4B4F-82B4-3D13B4D60B8B_Cells_111.tiff,16767,B01,2
16767/Plate_F01_s2_w17CB10594-0ECE-4BAB-A4EB-AC5330CACEED_Cells_389.tiff,16767,F01,2
16767/Plate_D09_s3_w14EF45B49-9650-4B9A-A178-4F28F238019E_Cells_557.tiff,16767,D09,3
16767/Plate_D08_s3_w1C8148A30-4333-455A-92E8-6DCD36A36959_Cells_441.tiff,16767,D08,3
16767/Plate_B09_s2_w1F1B7DC57-055D-4930-AC79-55FFBF64204E_Cells_345.tiff,16767,B09,2
16767/Plate_D07_s3_w1B3A84D1A-E8C5-4485-9BBF-5759E003B6B5_Cells_696.tiff,16767,D07,3
16767/Plate_A12_s2_w182CC1A60-C599-44C6-A50C-A5AA2FFB6A22_Cells_482.tiff,16767,A12,2
16767/Plate_E01_s2_w14BF89A35-7240-4DCD-A06E-623A658D7489_Cells_81.tiff,16767,E01,2
16767/Plate_B06_s2_w179FDBF55-F4FD-4F4D-9D55-7E25C810FF0E_Cells_77.tiff,16767,B06,2
16767/Plate_F01_s3_w14EAE2435-FE79-4D03-A97C-56B340C959B0_Cells_12.tiff,16767,F01,3
16767/Plate_D05_s3_w1B5BDACD6-4ABE-4D2F-B8DC-6052780FCA01_Cells_202.tiff,16767,D05,3
16767/Plate_D02_s2_w156B61FE4-ED55-41DC-AB5C-FB302277680C_Cells_571.tiff,16767,D02,2
16767/Plate_B07_s2_w1F785BEFC-47E1-45DB-905C-C9D064A74675_Cells_95.tiff,16767,B07,2
16767/Plate_D09_s3_w14EF45B49-9650-4B9A-A178-4F28F238019E_Cells_654.tiff,16767,D09,3
16767/Plate_C01_s2_w12350A9A6-1CD6-4956-A149-17BF4900DE11_Cells_346.tiff,16767,C01,2
16767/Plate_E01_s1_w188300453-8069-4D6A-9CDD-BACA5441CD05_Cells_58.tiff,16767,E01,1
16767/Plate_D07_s2_w145E044C3-3D39-4D00-8A51-C99E3D0D7CE7_Cells_461.tiff,16767,D07,2
16767/Plate_B12_s2_w13054E89B-30E7-4DC2-A46B-5EA35DB27605_Cells_340.tiff,16767,B12,2
16767/Plate_G01_s2_w186507D64-05B1-426A-8CDD-057C1CABC641_Cells_127.tiff,16767,G01,2
16767/Plate_D09_s2_w16AAD8931-11C7-4242-8C33-0E3A5D28A0C9_Cells_160.tiff,16767,D09,2
16767/Plate_D05_s2_w1756DBCF8-E29E-45A7-9461-7E72F03FEB6F_Cells_418.tiff,16767,D05,2
16767/Plate_A07_s2_w1389202DB-00B7-4B63-BB85-E4CD342CCB73_Cells_129.tiff,16767,A07,2
16767/Plate_A11_s2_w166474385-88DF-4053-B34B-3EA2BBA170C1_Cells_46.tiff,16767,A11,2
16767/Plate_A07_s2_w1389202DB-00B7-4B63-BB85-E4CD342CCB73_Cells_113.tiff,16767,A07,2
16767/Plate_D02_s1_w11363DC4B-CCCD-40E9-9958-E5622FC8658C_Cells_274.tiff,16767,D02,1
16767/Plate_B07_s1_w1CD77D7EC-1782-4C2D-9FC0-38EE8F9198C9_Cells_279.tiff,16767,B07,1
16767/Plate_D03_s2_w152F88079-426A-44F0-B395-6E15A071B6F6_Cells_552.tiff,16767,D03,2
16767/Plate_D08_s1_w12E756D23-1F64-4B9B-BD85-47B3369A73D2_Cells_362.tiff,16767,D08,1
16767/Plate_D02_s2_w156B61FE4-ED55-41DC-AB5C-FB302277680C_Cells_491.tiff,16767,D02,2
16767/Plate_D07_s1_w14ADFAC37-7ED6-43E5-87CD-867236E95604_Cells_600.tiff,16767,D07,1
16767/Plate_D06_s3_w1EBB5EE38-1644-49EA-9CCB-912AA1F23945_Cells_134.tiff,16767,D06,3
16767/Plate_B04_s1_w1ADC959FF-9730-407D-B906-0B626E4D6AD3_Cells_88.tiff,16767,B04,1
16767/Plate_B09_s3_w154A7B91E-0693-4CD7-8E75-57A6D4BB9828_Cells_135.tiff,16767,B09,3
16767/Plate_D05_s3_w1B5BDACD6-4ABE-4D2F-B8DC-6052780FCA01_Cells_289.tiff,16767,D05,3
16767/Plate_D08_s1_w12E756D23-1F64-4B9B-BD85-47B3369A73D2_Cells_228.tiff,16767,D08,1
16767/Plate_D08_s2_w19F69ED55-613D-493C-A330-202E7519FF91_Cells_574.tiff,16767,D08,2
16767/Plate_B03_s1_w1A87FBC37-BA33-4E7D-A0E0-F5F59A7E2BAC_Cells_86.tiff,16767,B03,1
16767/Plate_E01_s2_w14BF89A35-7240-4DCD-A06E-623A658D7489_Cells_300.tiff,16767,E01,2
16767/Plate_F01_s3_w14EAE2435-FE79-4D03-A97C-56B340C959B0_Cells_95.tiff,16767,F01,3
16767/Plate_F01_s2_w17CB10594-0ECE-4BAB-A4EB-AC5330CACEED_Cells_141.tiff,16767,F01,2
16767/Plate_G02_s1_w12C89BBFA-9DCB-4BBB-81E2-6C6AB2151143_Cells_178.tiff,16767,G02,1
16767/Plate_D03_s2_w152F88079-426A-44F0-B395-6E15A071B6F6_Cells_221.tiff,16767,D03,2
16767/Plate_D09_s2_w16AAD8931-11C7-4242-8C33-0E3A5D28A0C9_Cells_263.tiff,16767,D09,2
16767/Plate_D01_s1_w19F633179-66C3-48DF-A828-C7EF3C3AE03E_Cells_385.tiff,16767,D01,1
16767/Plate_G01_s2_w186507D64-05B1-426A-8CDD-057C1CABC641_Cells_104.tiff,16767,G01,2
16767/Plate_C03_s2_w13E8C1D11-008D-4C0A-8E5B-D1685F5D5D72_Cells_59.tiff,16767,C03,2
16767/Plate_D09_s1_w1CC49C08C-8029-4E85-A050-10D7FE6392BE_Cells_509.tiff,16767,D09,1
16767/Plate_A11_s2_w166474385-88DF-4053-B34B-3EA2BBA170C1_Cells_273.tiff,16767,A11,2
16767/Plate_D05_s2_w1756DBCF8-E29E-45A7-9461-7E72F03FEB6F_Cells_211.tiff,16767,D05,2
16767/Plate_A01_s2_w1B1B20A8B-352C-4668-9D74-D4B6B2B4B5A7_Cells_129.tiff,16767,A01,2
16767/Plate_D11_s2_w13913E3CF-F535-41E4-9EFD-E365901B5C4B_Cells_20.tiff,16767,D11,2
16767/Plate_F01_s2_w17CB10594-0ECE-4BAB-A4EB-AC5330CACEED_Cells_377.tiff,16767,F01,2
16767/Plate_F02_s3_w1DBF8CC88-CBC5-494A-9494-019ABB145ED2_Cells_119.tiff,16767,F02,3
16767/Plate_D07_s2_w145E044C3-3D39-4D00-8A51-C99E3D0D7CE7_Cells_297.tiff,16767,D07,2
16767/Plate_C01_s2_w12350A9A6-1CD6-4956-A149-17BF4900DE11_Cells_417.tiff,16767,C01,2
16767/Plate_D06_s2_w1BFB0B339-5FA1-4CCC-8386-828672793D21_Cells_287.tiff,16767,D06,2
16767/Plate_G01_s1_w1A4464A19-F417-4017-AB24-3F7C0B716C0D_Cells_49.tiff,16767,G01,1
16767/Plate_D01_s3_w1CB04D401-115C-42BE-BE94-381F75D2A40F_Cells_182.tiff,16767,D01,3
16767/Plate_D07_s3_w1B3A84D1A-E8C5-4485-9BBF-5759E003B6B5_Cells_413.tiff,16767,D07,3
16767/Plate_G02_s3_w11C889368-80A6-4A28-9EA4-0D0AE6CD3FC0_Cells_138.tiff,16767,G02,3
16767/Plate_E02_s3_w1B7F7F12D-5EA3-4267-98BC-0311A164084C_Cells_42.tiff,16767,E02,3
16767/Plate_F03_s2_w1837C71CB-4969-4556-95E2-1426E1FC9DDD_Cells_261.tiff,16767,F03,2
16767/Plate_B02_s1_w1BB731B3F-BB3B-4CA6-B715-4B6900AE7ED9_Cells_106.tiff,16767,B02,1
16767/Plate_A10_s2_w10D747A9A-D7F9-443B-834E-4C8F08A1A25C_Cells_363.tiff,16767,A10,2
16767/Plate_F02_s1_w12CABC688-6654-4037-B488-0907272C01C1_Cells_101.tiff,16767,F02,1
16767/Plate_B09_s2_w1F1B7DC57-055D-4930-AC79-55FFBF64204E_Cells_40.tiff,16767,B09,2
16767/Plate_D01_s2_w199B9B8E4-E843-44B9-BB5A-4A0F58AB8B3E_Cells_445.tiff,16767,D01,2
16767/Plate_F03_s3_w1CBF2ED9E-5154-434C-9DC5-768025C7CBA3_Cells_242.tiff,16767,F03,3
16767/Plate_B12_s2_w13054E89B-30E7-4DC2-A46B-5EA35DB27605_Cells_197.tiff,16767,B12,2
16767/Plate_D06_s3_w1EBB5EE38-1644-49EA-9CCB-912AA1F23945_Cells_63.tiff,16767,D06,3
16767/Plate_D07_s3_w1B3A84D1A-E8C5-4485-9BBF-5759E003B6B5_Cells_54.tiff,16767,D07,3
16767/Plate_A02_s2_w168605796-72A5-4E53-BE8A-F8AEABD6D0D5_Cells_440.tiff,16767,A02,2
16767/Plate_F03_s2_w1837C71CB-4969-4556-95E2-1426E1FC9DDD_Cells_31.tiff,16767,F03,2
16767/Plate_A05_s2_w17DE45BE6-FF13-493A-B804-0BF5D89DE843_Cells_42.tiff,16767,A05,2
16767/Plate_D07_s1_w14ADFAC37-7ED6-43E5-87CD-867236E95604_Cells_80.tiff,16767,D07,1
16767/Plate_C02_s2_w1ADB1128A-53B8-4AB2-B11E-F95098C28B08_Cells_53.tiff,16767,C02,2
16767/Plate_A07_s2_w1389202DB-00B7-4B63-BB85-E4CD342CCB73_Cells_259.tiff,16767,A07,2
16767/Plate_B12_s3_w1AC0C8F71-AD31-4150-83E3-38C062D5262E_Cells_22.tiff,16767,B12,3
16767/Plate_A01_s2_w1B1B20A8B-352C-4668-9D74-D4B6B2B4B5A7_Cells_338.tiff,16767,A01,2
16767/Plate_E01_s2_w14BF89A35-7240-4DCD-A06E-623A658D7489_Cells_176.tiff,16767,E01,2
16767/Plate_D02_s2_w156B61FE4-ED55-41DC-AB5C-FB302277680C_Cells_539.tiff,16767,D02,2
16767/Plate_B12_s3_w1AC0C8F71-AD31-4150-83E3-38C062D5262E_Cells_1.tiff,16767,B12,3
16767/Plate_G02_s1_w12C89BBFA-9DCB-4BBB-81E2-6C6AB2151143_Cells_177.tiff,16767,G02,1
16767/Plate_D09_s2_w16AAD8931-11C7-4242-8C33-0E3A5D28A0C9_Cells_188.tiff,16767,D09,2
16767/Plate_D05_s3_w1B5BDACD6-4ABE-4D2F-B8DC-6052780FCA01_Cells_143.tiff,16767,D05,3
16767/Plate_A08_s2_w1DCC730B8-3538-4C0B-B55A-91449B7D6905_Cells_208.tiff,16767,A08,2
16767/Plate_E02_s2_w12081946A-F180-4E83-A802-733639220D39_Cells_68.tiff,16767,E02,2
16767/Plate_B09_s3_w154A7B91E-0693-4CD7-8E75-57A6D4BB9828_Cells_89.tiff,16767,B09,3
16767/Plate_B08_s2_w1798D715F-F63C-4C6B-9794-EBCE37FCFF23_Cells_102.tiff,16767,B08,2
16767/Plate_F02_s2_w1248F5203-C6B8-430A-A870-4F17B5A5EF71_Cells_47.tiff,16767,F02,2
16767/Plate_B05_s1_w1B0AD5EE0-59BD-4C66-BD32-5889C4D685AF_Cells_124.tiff,16767,B05,1
16767/Plate_A04_s3_w17567A44F-3050-4593-AF39-EB18F1A34600_Cells_263.tiff,16767,A04,3
16767/Plate_B06_s3_w1482E18A1-9D1C-4BAC-BBD1-B455FD2931E6_Cells_141.tiff,16767,B06,3
16767/Plate_D01_s2_w199B9B8E4-E843-44B9-BB5A-4A0F58AB8B3E_Cells_248.tiff,16767,D01,2
16767/Plate_D05_s2_w1756DBCF8-E29E-45A7-9461-7E72F03FEB6F_Cells_278.tiff,16767,D05,2
16767/Plate_E03_s3_w127B4ADB6-55E8-4E2F-8B47-69DE60755D8D_Cells_2.tiff,16767,E03,3
16767/Plate_A01_s2_w1B1B20A8B-352C-4668-9D74-D4B6B2B4B5A7_Cells_344.tiff,16767,A01,2
16767/Plate_F01_s2_w17CB10594-0ECE-4BAB-A4EB-AC5330CACEED_Cells_222.tiff,16767,F01,2
16767/Plate_D04_s2_w10BA73956-9B99-41DE-A86F-DB5BEC11B7F1_Cells_326.tiff,16767,D04,2
16767/Plate_D07_s1_w14ADFAC37-7ED6-43E5-87CD-867236E95604_Cells_698.tiff,16767,D07,1
16767/Plate_D03_s1_w18F0A2BE2-58B1-4190-AFDB-C8531C7119F3_Cells_176.tiff,16767,D03,1
16767/Plate_D02_s1_w11363DC4B-CCCD-40E9-9958-E5622FC8658C_Cells_324.tiff,16767,D02,1
16767/Plate_D05_s1_w11EDD6258-80DC-49BD-9217-4125B9461BB2_Cells_209.tiff,16767,D05,1
16767/Plate_D09_s3_w14EF45B49-9650-4B9A-A178-4F28F238019E_Cells_79.tiff,16767,D09,3
16767/Plate_D09_s2_w16AAD8931-11C7-4242-8C33-0E3A5D28A0C9_Cells_680.tiff,16767,D09,2
16767/Plate_D04_s1_w1F88DC648-7A4C-4BA9-AA23-B0597484915A_Cells_189.tiff,16767,D04,1
16767/Plate_G02_s1_w12C89BBFA-9DCB-4BBB-81E2-6C6AB2151143_Cells_136.tiff,16767,G02,1
16767/Plate_G02_s3_w11C889368-80A6-4A28-9EA4-0D0AE6CD3FC0_Cells_65.tiff,16767,G02,3
16767/Plate_D08_s1_w12E756D23-1F64-4B9B-BD85-47B3369A73D2_Cells_120.tiff,16767,D08,1
16767/Plate_D05_s1_w11EDD6258-80DC-49BD-9217-4125B9461BB2_Cells_449.tiff,16767,D05,1
16767/Plate_D08_s1_w12E756D23-1F64-4B9B-BD85-47B3369A73D2_Cells_308.tiff,16767,D08,1
16767/Plate_D03_s2_w152F88079-426A-44F0-B395-6E15A071B6F6_Cells_112.tiff,16767,D03,2
16767/Plate_C04_s2_w1E82AFD87-9C2B-4B15-8666-EA48875E1B57_Cells_115.tiff,16767,C04,2
16767/Plate_D08_s1_w12E756D23-1F64-4B9B-BD85-47B3369A73D2_Cells_232.tiff,16767,D08,1
16767/Plate_B08_s3_w1266D09BA-4402-46CB-A5F5-2A668B789990_Cells_73.tiff,16767,B08,3
16767/Plate_F03_s2_w1837C71CB-4969-4556-95E2-1426E1FC9DDD_Cells_176.tiff,16767,F03,2
16767/Plate_D03_s2_w152F88079-426A-44F0-B395-6E15A071B6F6_Cells_193.tiff,16767,D03,2
16767/Plate_D11_s2_w13913E3CF-F535-41E4-9EFD-E365901B5C4B_Cells_32.tiff,16767,D11,2
16767/Plate_F01_s3_w14EAE2435-FE79-4D03-A97C-56B340C959B0_Cells_23.tiff,16767,F01,3
16767/Plate_C01_s2_w12350A9A6-1CD6-4956-A149-17BF4900DE11_Cells_23.tiff,16767,C01,2
16767/Plate_A02_s2_w168605796-72A5-4E53-BE8A-F8AEABD6D0D5_Cells_580.tiff,16767,A02,2
16767/Plate_D09_s3_w14EF45B49-9650-4B9A-A178-4F28F238019E_Cells_653.tiff,16767,D09,3
16767/Plate_B06_s1_w12F8D2320-B576-44C4-ABF2-8FB6AD2FD918_Cells_32.tiff,16767,B06,1
16767/Plate_B05_s2_w149FE32B7-FD60-4D44-987C-F09D031EFBA2_Cells_382.tiff,16767,B05,2
16767/Plate_G03_s3_w10CE67356-D7F1-4207-92EF-DC8EF1D3EF6D_Cells_146.tiff,16767,G03,3
16767/Plate_A01_s2_w1B1B20A8B-352C-4668-9D74-D4B6B2B4B5A7_Cells_177.tiff,16767,A01,2
16767/Plate_D02_s1_w11363DC4B-CCCD-40E9-9958-E5622FC8658C_Cells_206.tiff,16767,D02,1
